0.46, 0.00
0.46, 0.00
0.46, 0.00
0.46, 0.00
0.45, 0.00
0.43, 0.00
0.40, 0.00
0.34, 0.00
0.28, 0.00
0.17, 0.00
-0.12, 0.01
-0.24, 0.01
-0.40, 0.01
-0.52, 0.01
-0.67, 0.01
-1.14, 0.02
-1.26, 0.02
-1.37, 0.02
-1.49, 0.02
-1.56, 0.02
-1.65, 0.02
-2.05, 0.03
-2.14, 0.03
-2.26, 0.03
-2.37, 0.03
-2.46, 0.03
-2.35, 0.04
-2.30, 0.04
-2.23, 0.04
-2.11, 0.04
-2.06, 0.04
-1.96, 0.04
-1.61, 0.06
-1.51, 0.06
-1.37, 0.06
-1.23, 0.06
-1.14, 0.06
-1.01, 0.06
-0.69, 0.07
-0.56, 0.07
-0.37, 0.07
-0.18, 0.07
-0.04, 0.07
0.16, 0.07
0.82, 0.08
1.04, 0.08
1.23, 0.08
1.42, 0.08
1.78, 0.09
1.89, 0.09
2.00, 0.09
2.11, 0.09
2.26, 0.10
2.24, 0.10
2.31, 0.10
2.23, 0.11
2.18, 0.11
2.16, 0.11
2.01, 0.12
1.88, 0.12
1.80, 0.12
1.67, 0.13
1.48, 0.13
1.35, 0.13
1.16, 0.14
1.04, 0.14
0.88, 0.14
0.80, 0.16
0.62, 0.16
0.47, 0.16
0.09, 0.17
-0.07, 0.17
-0.17, 0.17
-0.44, 0.18
-0.61, 0.18
-0.75, 0.18
-1.16, 0.19
-1.28, 0.19
-1.41, 0.19
-1.48, 0.20
-1.53, 0.20
-1.46, 0.20
-1.46, 0.21
-1.42, 0.21
-1.43, 0.21
-1.40, 0.22
-1.37, 0.22
-1.33, 0.22
-1.16, 0.23
-1.15, 0.23
-1.19, 0.23
-1.13, 0.24
-1.15, 0.24
-1.12, 0.24
-0.91, 0.26
-0.86, 0.26
-0.81, 0.26
-0.78, 0.27
-0.72, 0.27
-0.66, 0.27
-0.47, 0.28
-0.41, 0.28
-0.29, 0.28
-0.18, 0.29
-0.09, 0.29
0.06, 0.29
0.36, 0.30
0.40, 0.30
0.41, 0.30
0.89, 0.31
0.99, 0.31
1.13, 0.31
1.40, 0.32
1.53, 0.32
1.67, 0.32
1.87, 0.33
1.96, 0.33
2.05, 0.33
2.08, 0.34
2.16, 0.34
2.21, 0.34
2.28, 0.36
2.31, 0.36
2.30, 0.36
2.26, 0.37
2.21, 0.37
2.08, 0.37
1.95, 0.37
1.79, 0.37
1.68, 0.37
1.48, 0.38
1.19, 0.38
1.07, 0.38
0.93, 0.39
0.78, 0.39
0.66, 0.39
0.30, 0.40
0.18, 0.40
0.07, 0.40
-0.11, 0.41
-0.19, 0.41
-0.36, 0.41
-0.55, 0.42
-0.72, 0.42
-0.90, 0.42
-1.12, 0.43
-1.23, 0.43
-1.31, 0.43
-1.41, 0.44
-1.42, 0.44
-1.50, 0.44
-1.62, 0.46
-1.71, 0.46
-1.90, 0.46
-1.86, 0.47
-1.85, 0.47
-1.90, 0.47
-1.88, 0.48
-1.87, 0.48
-1.83, 0.48
-1.76, 0.49
-1.61, 0.49
-1.40, 0.49
-0.96, 0.50
-0.84, 0.50
-0.71, 0.50
-0.53, 0.51
-0.38, 0.51
-0.17, 0.51
0.22, 0.52
0.46, 0.52
0.53, 0.52
0.63, 0.53
0.70, 0.53
0.79, 0.53
0.75, 0.54
0.74, 0.54
0.75, 0.54
0.65, 0.56
0.68, 0.56
0.59, 0.56
0.48, 0.57
0.47, 0.57
0.38, 0.57
0.32, 0.58
0.18, 0.58
0.12, 0.58
0.02, 0.59
-0.11, 0.59
-0.13, 0.59
-0.34, 0.60
-0.47, 0.60
-0.48, 0.60
-0.65, 0.61
-0.67, 0.61
-0.80, 0.61
-0.85, 0.62
-0.90, 0.62
-0.91, 0.62
-0.71, 0.63
-0.71, 0.63
-0.73, 0.63
-0.68, 0.64
-0.67, 0.64
-0.63, 0.64
-0.61, 0.66
-0.57, 0.66
-0.47, 0.66
-0.52, 0.67
-0.38, 0.67
-0.37, 0.67
-0.24, 0.68
-0.20, 0.68
-0.18, 0.68
0.02, 0.69
0.06, 0.69
0.04, 0.69
0.13, 0.70
0.08, 0.70
0.23, 0.70
0.19, 0.71
0.26, 0.71
0.35, 0.71
0.44, 0.72
0.48, 0.72
0.43, 0.72
0.47, 0.73
0.49, 0.73
0.35, 0.73
0.29, 0.74
0.13, 0.74
0.08, 0.74
0.01, 0.76
-0.09, 0.76
-0.08, 0.76
-0.22, 0.77
-0.29, 0.77
-0.33, 0.77
-0.56, 0.78
-0.56, 0.78
-0.54, 0.78
-0.60, 0.79
-0.59, 0.79
-0.59, 0.79
-0.56, 0.80
-0.55, 0.80
-0.53, 0.80
-0.42, 0.81
-0.43, 0.81
-0.38, 0.81
-0.48, 0.82
-0.42, 0.82
-0.27, 0.82
-0.13, 0.83
0.03, 0.83
0.03, 0.83
0.22, 0.84
0.25, 0.84
0.20, 0.84
0.04, 0.86
-0.04, 0.86
-0.10, 0.86
-0.19, 0.87
-0.26, 0.87
-0.27, 0.87
-0.45, 0.88
-0.51, 0.88
-0.53, 0.88
-0.64, 0.89
-0.53, 0.89
-0.58, 0.89
-0.51, 0.90
-0.46, 0.90
-0.50, 0.90
-0.25, 0.91
-0.22, 0.91
-0.21, 0.91
-0.16, 0.92
-0.16, 0.92
-0.01, 0.92
0.04, 0.93
0.10, 0.93
0.26, 0.93
0.40, 0.94
0.52, 0.94
0.63, 0.94
0.72, 0.96
0.77, 0.96
0.80, 0.96
0.85, 0.97
0.81, 0.97
0.77, 0.97
0.66, 0.98
0.54, 0.98
0.47, 0.98
0.32, 0.99
0.28, 0.99
0.23, 0.99
0.07, 1.00
0.03, 1.00
-0.01, 1.00
-0.08, 1.01
-0.15, 1.01
-0.18, 1.01
-0.18, 1.02
-0.27, 1.02
-0.26, 1.02
-0.32, 1.03
-0.29, 1.03
-0.30, 1.03
-0.24, 1.04
-0.22, 1.04
-0.22, 1.04
-0.16, 1.06
-0.11, 1.06
-0.06, 1.06
0.18, 1.07
0.21, 1.07
0.28, 1.07
0.42, 1.08
0.55, 1.08
0.62, 1.08
0.71, 1.09
0.85, 1.09
0.91, 1.09
1.03, 1.10
1.07, 1.10
1.20, 1.10
1.41, 1.11
1.58, 1.11
1.66, 1.11
2.06, 1.12
2.14, 1.12
2.21, 1.12
2.36, 1.12
2.51, 1.13
2.61, 1.13
2.79, 1.13
3.32, 1.14
3.44, 1.14
3.55, 1.14
3.82, 1.14
4.05, 1.16
4.20, 1.16
4.43, 1.16
4.57, 1.16
4.96, 1.17
5.11, 1.17
5.34, 1.17
5.47, 1.17
5.89, 1.18
6.07, 1.18
6.24, 1.18
6.47, 1.18
6.98, 1.19
7.16, 1.19
7.44, 1.19
7.61, 1.19
8.17, 1.20
8.37, 1.20
8.61, 1.20
8.79, 1.20
9.38, 1.21
9.53, 1.21
9.80, 1.21
10.00, 1.21
10.83, 1.22
11.01, 1.22
11.29, 1.22
11.54, 1.22
12.27, 1.23
12.43, 1.23
12.71, 1.23
12.93, 1.23
13.18, 1.23
14.05, 1.24
14.26, 1.24
14.48, 1.24
14.80, 1.24
15.02, 1.24
16.35, 1.26
16.67, 1.26
16.93, 1.26
17.22, 1.26
17.97, 1.27
18.18, 1.27
18.46, 1.27
18.69, 1.27
18.96, 1.27
19.14, 1.27
20.09, 1.28
20.38, 1.28
20.60, 1.28
20.95, 1.28
21.16, 1.28
21.73, 1.29
21.95, 1.29
22.22, 1.29
22.45, 1.29
22.68, 1.29
23.05, 1.29
23.27, 1.29
24.22, 1.30
24.61, 1.30
24.85, 1.30
25.26, 1.30
25.52, 1.30
25.84, 1.30
26.12, 1.30
27.25, 1.31
27.50, 1.31
27.85, 1.31
28.13, 1.31
28.41, 1.31
28.65, 1.31
29.02, 1.31
29.96, 1.32
30.23, 1.32
30.46, 1.32
30.87, 1.32
31.11, 1.32
31.36, 1.32
31.63, 1.32
32.48, 1.33
32.77, 1.33
33.02, 1.33
33.24, 1.33
33.51, 1.33
33.70, 1.33
34.01, 1.33
34.70, 1.34
35.02, 1.34
35.24, 1.34
35.48, 1.34
35.72, 1.34
36.06, 1.34
36.29, 1.34
37.43, 1.36
37.67, 1.36
38.00, 1.36
38.28, 1.36
38.54, 1.36
38.93, 1.36
39.24, 1.36
40.36, 1.37
40.68, 1.37
41.13, 1.37
41.48, 1.37
41.90, 1.37
42.17, 1.37
42.49, 1.37
43.82, 1.38
44.14, 1.38
44.58, 1.38
44.92, 1.38
45.30, 1.38
45.75, 1.38
46.18, 1.38
47.63, 1.39
48.11, 1.39
48.45, 1.39
48.86, 1.39
49.21, 1.39
49.50, 1.39
49.89, 1.39
50.40, 1.39
51.62, 1.40
51.98, 1.40
52.29, 1.40
52.67, 1.40
52.93, 1.40
53.25, 1.40
53.69, 1.40
54.01, 1.40
54.44, 1.40
56.56, 1.41
56.98, 1.41
57.32, 1.41
57.83, 1.41
58.12, 1.41
58.47, 1.41
58.80, 1.41
59.37, 1.41
59.69, 1.41
60.09, 1.41
61.90, 1.42
62.25, 1.42
62.75, 1.42
63.12, 1.42
63.64, 1.42
64.05, 1.42
64.65, 1.42
65.03, 1.42
65.41, 1.42
65.89, 1.42
66.29, 1.42
68.59, 1.43
68.98, 1.43
69.69, 1.43
70.08, 1.43
70.68, 1.43
71.11, 1.43
71.58, 1.43
72.00, 1.43
72.52, 1.43
72.89, 1.43
73.25, 1.43
73.77, 1.43
74.19, 1.43
74.68, 1.43
76.51, 1.44
77.01, 1.44
77.41, 1.44
79.22, 1.46
79.81, 1.46
80.14, 1.46
80.82, 1.46
81.23, 1.46
81.77, 1.46
82.21, 1.46
82.60, 1.46
83.09, 1.46
83.48, 1.46
84.05, 1.46
84.49, 1.46
85.09, 1.46
88.62, 1.47
89.09, 1.47
89.35, 1.47
89.61, 1.47
90.38, 1.48
90.58, 1.48
90.90, 1.48
91.23, 1.49
91.31, 1.49
91.36, 1.49
91.40, 1.50
91.36, 1.50
91.33, 1.50
91.31, 1.51
91.28, 1.51
91.25, 1.51
91.16, 1.52
91.10, 1.52
90.87, 1.53
90.71, 1.53
90.63, 1.53
90.33, 1.54
90.26, 1.54
90.14, 1.54
89.95, 1.56
89.83, 1.56
89.54, 1.57
89.35, 1.57
89.20, 1.57
88.98, 1.58
88.80, 1.58
88.69, 1.58
88.41, 1.59
88.29, 1.59
88.06, 1.59
87.91, 1.60
87.75, 1.60
87.40, 1.61
87.29, 1.61
87.11, 1.61
86.88, 1.62
86.69, 1.62
86.59, 1.62
86.35, 1.63
86.19, 1.63
86.06, 1.63
85.89, 1.64
85.79, 1.64
85.68, 1.64
85.54, 1.66
85.46, 1.66
85.33, 1.66
85.08, 1.67
85.00, 1.67
84.93, 1.67
84.74, 1.68
84.63, 1.68
84.58, 1.68
84.39, 1.69
84.34, 1.69
84.28, 1.69
84.27, 1.70
84.28, 1.70
84.31, 1.70
84.46, 1.71
84.57, 1.71
84.69, 1.71
85.07, 1.72
85.21, 1.72
85.34, 1.72
85.53, 1.72
85.65, 1.73
85.81, 1.73
85.90, 1.73
85.96, 1.73
86.08, 1.74
86.11, 1.74
86.12, 1.74
86.18, 1.76
86.15, 1.76
86.10, 1.76
86.09, 1.76
86.03, 1.76
85.96, 1.76
85.76, 1.77
85.68, 1.77
85.62, 1.77
85.53, 1.77
85.40, 1.77
85.28, 1.77
85.09, 1.78
84.93, 1.78
84.83, 1.78
84.68, 1.79
84.55, 1.79
84.42, 1.79
84.27, 1.80
84.18, 1.80
84.13, 1.80
84.03, 1.81
84.03, 1.81
84.05, 1.81
84.06, 1.82
84.13, 1.82
84.19, 1.82
84.42, 1.83
84.56, 1.83
84.70, 1.83
85.14, 1.84
85.21, 1.84
85.33, 1.84
85.54, 1.86
85.65, 1.86
85.80, 1.86
85.98, 1.87
86.03, 1.87
86.02, 1.87
86.04, 1.88
85.99, 1.88
85.96, 1.88
85.88, 1.89
85.83, 1.89
85.78, 1.89
85.71, 1.90
85.67, 1.90
85.55, 1.91
85.54, 1.91
85.54, 1.91
85.46, 1.92
85.40, 1.92
85.19, 1.93
85.05, 1.93
84.91, 1.93
84.68, 1.94
84.56, 1.94
84.40, 1.94
84.29, 1.96
84.16, 1.96
84.10, 1.96
83.99, 1.97
83.95, 1.97
83.96, 1.97
83.96, 1.98
83.98, 1.98
84.02, 1.98
84.11, 1.99
84.17, 1.99
84.33, 1.99
84.56, 2.00
84.71, 2.00
84.80, 2.00
84.92, 2.00
85.14, 2.01
85.27, 2.01
85.39, 2.01
85.81, 2.02
85.97, 2.02
86.13, 2.02
86.41, 2.03
86.54, 2.03
86.59, 2.03
86.57, 2.04
86.57, 2.04
86.52, 2.04
86.45, 2.06
86.43, 2.06
86.29, 2.06
86.28, 2.07
86.14, 2.07
86.02, 2.07
85.83, 2.08
85.72, 2.08
85.67, 2.08
85.50, 2.09
85.37, 2.09
85.29, 2.09
85.19, 2.10
85.13, 2.10
85.04, 2.10
84.95, 2.11
84.89, 2.11
84.81, 2.11
84.65, 2.12
84.59, 2.12
84.56, 2.12
84.55, 2.13
84.55, 2.13
84.56, 2.13
84.61, 2.14
84.62, 2.14
84.67, 2.14
84.79, 2.16
84.86, 2.16
84.91, 2.16
85.11, 2.17
85.20, 2.17
85.35, 2.17
85.77, 2.18
85.88, 2.18
86.06, 2.18
86.17, 2.19
86.19, 2.19
86.17, 2.19
86.08, 2.20
86.07, 2.20
85.97, 2.20
85.90, 2.21
85.75, 2.21
85.61, 2.22
85.53, 2.22
85.44, 2.22
85.29, 2.23
85.20, 2.23
85.10, 2.23
84.99, 2.23
84.91, 2.23
84.84, 2.23
84.74, 2.24
84.72, 2.24
84.65, 2.24
84.45, 2.26
84.44, 2.26
84.40, 2.26
84.46, 2.27
84.50, 2.27
84.44, 2.27
84.52, 2.28
84.52, 2.28
84.56, 2.28
84.77, 2.29
84.84, 2.29
85.00, 2.29
85.35, 2.30
85.54, 2.30
85.66, 2.30
85.92, 2.31
86.09, 2.31
86.17, 2.31
86.27, 2.32
86.37, 2.32
86.38, 2.32
86.41, 2.33
86.35, 2.33
86.26, 2.34
86.24, 2.34
86.20, 2.34
86.08, 2.36
86.02, 2.36
85.95, 2.36
85.71, 2.37
85.60, 2.37
85.47, 2.37
85.25, 2.38
85.06, 2.38
84.94, 2.38
84.84, 2.39
84.63, 2.39
84.56, 2.39
84.39, 2.40
84.23, 2.40
84.18, 2.40
83.99, 2.41
83.96, 2.41
83.93, 2.41
83.94, 2.42
83.96, 2.42
83.99, 2.42
84.19, 2.43
84.28, 2.43
84.40, 2.43
84.63, 2.44
84.69, 2.44
84.78, 2.44
84.96, 2.46
85.10, 2.46
85.23, 2.46
85.64, 2.47
85.87, 2.47
85.96, 2.47
86.16, 2.48
86.21, 2.48
86.25, 2.48
86.28, 2.49
86.29, 2.49
86.24, 2.50
86.22, 2.50
86.09, 2.50
85.94, 2.51
85.83, 2.51
85.81, 2.51
85.69, 2.52
85.61, 2.52
85.55, 2.52
85.45, 2.53
85.40, 2.53
85.34, 2.53
85.20, 2.54
85.18, 2.54
85.07, 2.54
85.05, 2.56
85.00, 2.56
84.91, 2.56
84.86, 2.57
84.80, 2.57
84.77, 2.57
84.68, 2.58
84.64, 2.58
84.63, 2.58
84.59, 2.59
84.60, 2.59
84.58, 2.59
84.62, 2.60
84.69, 2.60
84.74, 2.60
85.00, 2.61
85.10, 2.61
85.25, 2.61
85.48, 2.62
85.60, 2.62
85.73, 2.62
85.83, 2.63
85.93, 2.63
85.97, 2.63
85.88, 2.64
85.85, 2.64
85.70, 2.64
85.64, 2.66
85.56, 2.66
85.40, 2.67
85.32, 2.67
85.27, 2.67
85.16, 2.68
85.02, 2.68
84.92, 2.68
84.81, 2.69
84.62, 2.69
84.54, 2.69
84.44, 2.70
84.37, 2.70
84.30, 2.70
84.23, 2.71
84.23, 2.71
84.18, 2.71
84.22, 2.72
84.22, 2.72
84.22, 2.72
84.29, 2.73
84.37, 2.73
84.48, 2.73
84.81, 2.74
84.94, 2.74
85.10, 2.74
85.38, 2.76
85.58, 2.76
85.72, 2.76
86.04, 2.77
86.14, 2.77
86.21, 2.77
86.26, 2.78
86.29, 2.78
86.30, 2.78
86.37, 2.79
86.34, 2.79
86.33, 2.79
